群众,40,0.019120458891013385
作风,33,0.01577437858508604
落实,29,0.013862332695984704
服务,26,0.0124282982791587
企业,22,0.010516252390057362
办事,20,0.009560229445506692
整顿,18,0.008604206500956023
重点,16,0.0076481835564053535
审批,16,0.0076481835564053535
推动,15,0.007170172084130019
整改,15,0.007170172084130019
营商环境,15,0.007170172084130019
公开,14,0.006692160611854685
流程,14,0.006692160611854685
责任,14,0.006692160611854685
市委,13,0.00621414913957935
解决,11,0.005258126195028681
优化,11,0.005258126195028681
整治,11,0.005258126195028681
干部,10,0.004780114722753346
地区,10,0.004780114722753346
深化,10,0.004780114722753346
承诺,10,0.004780114722753346
全市,10,0.004780114722753346
建设,10,0.004780114722753346
办理,10,0.004780114722753346
学习,10,0.004780114722753346
制度,10,0.004780114722753346
组织,9,0.004302103250478011
监督,9,0.004302103250478011
事项,8,0.0038240917782026767
系统,8,0.0038240917782026767
执法,8,0.0038240917782026767
行政,8,0.0038240917782026767
领导,8,0.0038240917782026767
发展,7,0.0033460803059273425
参与,7,0.0033460803059273425
政策,7,0.0033460803059273425
能力,7,0.0033460803059273425
环境,7,0.0033460803059273425
完善,6,0.0028680688336520078
担当,6,0.0028680688336520078
改进,6,0.0028680688336520078
意见,6,0.0028680688336520078
实施方案,6,0.0028680688336520078
标准,6,0.0028680688336520078
政务服务,6,0.0028680688336520078
执行,6,0.0028680688336520078
督办,6,0.0028680688336520078
推进,6,0.0028680688336520078
研究,6,0.0028680688336520078
网上,6,0.0028680688336520078
行业,6,0.0028680688336520078
再造,6,0.0028680688336520078
制定,6,0.0028680688336520078
业务,6,0.0028680688336520078
对象,5,0.002390057361376673
精神,5,0.002390057361376673
强化,5,0.002390057361376673
方式,5,0.002390057361376673
习近平,5,0.002390057361376673
定期,5,0.002390057361376673
贯彻,5,0.002390057361376673
大厅,5,0.002390057361376673
一级,5,0.002390057361376673
作用,5,0.002390057361376673
措施,5,0.002390057361376673
部署,5,0.002390057361376673
建立,5,0.002390057361376673
权力,5,0.002390057361376673
影响,5,0.002390057361376673
经验,5,0.002390057361376673
指导,5,0.002390057361376673
评议,5,0.002390057361376673
发现,5,0.002390057361376673
困难,5,0.002390057361376673
决策,5,0.002390057361376673
攻坚,5,0.002390057361376673
整顿作风,5,0.002390057361376673
征集,4,0.0019120458891013384
对照,4,0.0019120458891013384
群众反映,4,0.0019120458891013384
互联网,4,0.0019120458891013384
提高,4,0.0019120458891013384
发挥,4,0.0019120458891013384
交叉,4,0.0019120458891013384
法治,4,0.0019120458891013384
岗位,4,0.0019120458891013384
先进,4,0.0019120458891013384
目标,4,0.0019120458891013384
举报,4,0.0019120458891013384
窗口,4,0.0019120458891013384
政府,4,0.0019120458891013384
持续,4,0.0019120458891013384
破坏,4,0.0019120458891013384
利用,4,0.0019120458891013384
改革,4,0.0019120458891013384
体系,4,0.0019120458891013384
设置,4,0.0019120458891013384
诚信,4,0.0019120458891013384
机制,4,0.0019120458891013384
