网络,44,0.10068649885583524
监管,16,0.036613272311212815
主体,11,0.02517162471395881
经营,11,0.02517162471395881
交易,7,0.016018306636155607
市场监管,6,0.013729977116704805
建立,6,0.013729977116704805
规范,5,0.011441647597254004
商品交易,5,0.011441647597254004
吉林省,4,0.009153318077803204
利用,4,0.009153318077803204
机制,4,0.009153318077803204
信用,4,0.009153318077803204
平台,4,0.009153318077803204
研究,4,0.009153318077803204
消费者,4,0.009153318077803204
一体化,3,0.006864988558352402
管网,3,0.006864988558352402
建设,3,0.006864988558352402
宣传,3,0.006864988558352402
