流通,59,0.025332760841562902
企业,42,0.018033490768570203
物流,36,0.015457277801631602
市场,35,0.015027908973808502
建设,33,0.014169171318162302
发展,30,0.012881064834693002
商品,29,0.0124516960068699
商贸,27,0.011592958351223702
服务,23,0.0098754830399313
支持,21,0.009016745384285102
电子商务,20,0.008587376556462
体系,18,0.007728638900815801
完善,18,0.007728638900815801
推进,17,0.0072992700729927005
综合,15,0.006440532417346501
农产品,14,0.0060111635895234005
功能,13,0.0055817947617003
消费,13,0.0055817947617003
绿色,13,0.0055817947617003
培育,13,0.0055817947617003
